State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield,Months,Temperature,Rainfall,Humidity,Sun hours
Bihar,SARAN,1999,Rabi       ,Peas & beans (Pulses),6.049733455,5.713732806,0.538799476,August,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,1999,Whole Year ,Banana,3.951243719,6.535241271,2.673472288,January,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,1999,Whole Year ,Potato,8.580167991,10.48357801,2.042492851,November,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2000,Rabi       ,Peas & beans (Pulses),5.796057751,5.783825182,0.687030954,January,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2000,Whole Year ,Banana,4.025351691,7.052721049,3.091042453,November,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2000,Whole Year ,Potato,8.677098709,10.70575816,2.152344816,July,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2001,Rabi       ,Peas & beans (Pulses),5.96100534,5.948034989,0.686666276,May,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2001,Whole Year ,Banana,4.043051268,7.137278437,3.154718184,December,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2001,Whole Year ,Dry chillies,2.302585093,2.302585093,0.693147181,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2001,Whole Year ,Potato,8.736810533,10.77230925,2.158384214,July,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2002,Kharif     ,Sunflower,1.791759469,1.945910149,0.78845736,January,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2002,Rabi       ,Peas & beans (Pulses),6.040254711,6.02827852,0.687162722,February,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2002,Whole Year ,Banana,4.48863637,7.456454555,3.02815546,August,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2002,Whole Year ,Potato,8.672143551,10.64449589,2.10274591,July,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2003,Rabi       ,Peas & beans (Pulses),5.932245187,5.863631176,0.659337334,August,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2003,Whole Year ,Banana,3.295836866,6.06610809,2.864396271,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2003,Whole Year ,Dry chillies,1.791759469,1.386294361,0.470003629,September,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2003,Whole Year ,Potato,8.612503371,10.93212434,2.413543658,May,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2004,Kharif     ,Sunflower,1.386294361,1.609437912,0.84729786,April,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2004,Rabi       ,Peas & beans (Pulses),5.872117789,5.746203191,0.631992757,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2004,Whole Year ,Banana,4.060443011,6.595780514,2.626446822,July,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2004,Whole Year ,Potato,8.403352375,10.6314467,2.330590946,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2005,Kharif     ,Sunflower,2.397895273,2.772588722,0.916290732,April,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2005,Rabi       ,Peas & beans (Pulses),5.710427017,5.627621114,0.652463604,March,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2005,Whole Year ,Banana,3.828641396,6.538139824,2.793208009,June,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2005,Whole Year ,Potato,8.436200032,10.75805181,2.415603845,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2006,Rabi       ,Peas & beans (Pulses),5.843544417,5.771441123,0.657640492,May,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2006,Rabi       ,Sunflower,2.079441542,2.397895273,0.887303195,April,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2007,Rabi       ,Peas & beans (Pulses),5.872117789,5.945420609,0.730573586,July,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2007,Rabi       ,Sunflower,2.63905733,2.944438979,0.869037847,May,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2007,Whole Year ,Banana,4.521788577,7.081708586,2.64375585,November,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2007,Whole Year ,Dry chillies,2.63905733,2.890371758,0.836248024,April,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2007,Whole Year ,Potato,8.614501374,10.96457103,2.441304908,December,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2008,Kharif     ,Potato,6.760414691,8.774312958,2.140066163,May,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2008,Rabi       ,Peas & beans (Pulses),5.926926026,5.888877958,0.674253231,January,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2008,Rabi       ,Potato,8.562548893,10.78049677,2.321408911,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2008,Rabi       ,Sunflower,2.63905733,2.944438979,0.869037847,February,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2008,Whole Year ,Dry chillies,2.833213344,3.17805383,0.890972924,March,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2009,Rabi       ,Peas & beans (Pulses),5.700443573,5.700443573,0.693147181,September,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2010,Rabi       ,Peas & beans (Pulses),4.094344562,4.127134385,0.709954299,June,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2010,Rabi       ,Sunflower,1.098612289,1.386294361,0.916290732,March,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2011,Rabi       ,Peas & beans (Pulses),5.099866428,5.129898715,0.708368175,May,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2011,Rabi       ,Sunflower,1.098612289,1.386294361,0.916290732,December,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2012,Rabi       ,Peas & beans (Pulses),5.043425117,5.081404365,0.712440383,January,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2013,Rabi       ,Peas & beans (Pulses),5.272999559,5.497168225,0.812075036,March,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2014,Rabi       ,Peas & beans (Pulses),5.198497031,5.420534999,0.810930216,November,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SARAN,2014,Rabi       ,Sunflower,4.025351691,4.234106505,0.80485117,July,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,1997,Rabi       ,Sunflower,2.944438979,2.397895273,0.441832752,September,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,1997,Whole Year ,Potato,6.001414878,8.383661799,2.472631451,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,1998,Kharif     ,Sunflower,2.772588722,2.708050201,0.659245629,May,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,1998,Whole Year ,Potato,6.71417053,8.969669104,2.356166169,September,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,1999,Rabi       ,Peas & beans (Pulses),3.295836866,2.995732274,0.548565952,January,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,1999,Whole Year ,Potato,6.042632834,8.457018468,2.502021261,January,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2000,Kharif     ,Sunflower,0.693147181,0.693147181,0.693147181,May,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2000,Rabi       ,Peas & beans (Pulses),2.079441542,1.945910149,0.619039208,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2000,Whole Year ,Potato,6.226536669,8.569216219,2.436042225,May,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2001,Whole Year ,Potato,5.872117789,8.173011312,2.398665392,May,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2002,Whole Year ,Potato,5.605802066,7.921535632,2.412878073,August,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2003,Whole Year ,Potato,6.448889394,8.692657961,2.345851008,April,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2004,Whole Year ,Potato,4.553876892,6.517671273,2.103095733,September,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2005,Rabi       ,Peas & beans (Pulses),5.159055299,5.129898715,0.678590883,August,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2005,Whole Year ,Potato,5.910796644,8.058643712,2.260403479,November,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2006,Rabi       ,Peas & beans (Pulses),3.713572067,3.63758616,0.654925968,September,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2007,Rabi       ,Peas & beans (Pulses),5.347107531,5.332718793,0.685944268,September,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2007,Whole Year ,Potato,6.413458957,8.577158773,2.273766575,July,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2008,Kharif     ,Potato,5.361292166,7.372118028,2.140066163,November,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2008,Rabi       ,Peas & beans (Pulses),5.631211782,5.590986981,0.673164681,June,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2008,Rabi       ,Potato,5.755742214,6.098074282,0.879429139,March,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2009,Rabi       ,Peas & beans (Pulses),2.833213344,2.833213344,0.693147181,November,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2010,Rabi       ,Peas & beans (Pulses),3.433987204,3.465735903,0.709676483,July,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2011,Rabi       ,Peas & beans (Pulses),3.36729583,3.401197382,0.710846758,June,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2012,Rabi       ,Peas & beans (Pulses),4.143134726,4.189654742,0.717052701,November,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2013,Rabi       ,Peas & beans (Pulses),4.17438727,4.234106505,0.723918839,February,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEIKHPURA,2014,Rabi       ,Peas & beans (Pulses),4.875197323,4.882801923,0.696985957,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,1997,Rabi       ,Sunflower,3.091042453,3.33220451,0.826678573,August,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,1997,Whole Year ,Banana,4.615120517,7.83991936,3.272985151,September,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,1997,Whole Year ,Dry chillies,0.693147181,0.693147181,0.693147181,May,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,1997,Whole Year ,Potato,6.115892125,8.135639903,2.146034781,June,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,1998,Whole Year ,Banana,5.141663557,8.301521655,3.206803244,December,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,1998,Whole Year ,Potato,6.079933195,8.149890544,2.190576637,March,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,1999,Rabi       ,Peas & beans (Pulses),3.828641396,3.610917913,0.587786665,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,1999,Whole Year ,Banana,5.056245805,7.828436359,2.838478493,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,1999,Whole Year ,Potato,6.089044875,8.421122723,2.426611226,May,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2000,Rabi       ,Peas & beans (Pulses),4.025351691,3.988984047,0.674798042,June,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2000,Whole Year ,Banana,5.003946306,6.436150368,1.6504761,September,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2000,Whole Year ,Potato,6.00635316,8.101071503,2.212741426,March,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2001,Whole Year ,Banana,4.934473933,7.572502985,2.713350141,June,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2001,Whole Year ,Dry chillies,1.098612289,0.693147181,0.405465108,January,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2001,Whole Year ,Potato,5.793013608,8.00836557,2.321367832,April,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2002,Whole Year ,Banana,4.905274778,7.573017256,2.741321372,January,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2002,Whole Year ,Dry chillies,1.098612289,0.693147181,0.405465108,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2002,Whole Year ,Potato,5.793013608,7.929126487,2.250164494,December,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2003,Whole Year ,Banana,4.941642423,7.444833274,2.587926298,July,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2003,Whole Year ,Potato,5.929589143,8.082402254,2.264813995,July,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2004,Whole Year ,Banana,4.997212274,7.193685818,2.307335696,January,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2004,Whole Year ,Dry chillies,1.098612289,0.693147181,0.405465108,March,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2004,Whole Year ,Potato,5.905361848,8.058327307,2.265002382,June,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2005,Kharif     ,Sunflower,0.693147181,0.693147181,0.693147181,April,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2005,Rabi       ,Peas & beans (Pulses),1.791759469,1.791759469,0.693147181,June,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2005,Whole Year ,Banana,4.564348191,6.64898455,2.210008017,November,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2005,Whole Year ,Dry chillies,2.564949357,3.044522438,0.980829253,September,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2005,Whole Year ,Potato,6.063785209,8.0522965,2.118583805,January,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2006,Rabi       ,Peas & beans (Pulses),2.564949357,2.48490665,0.650587566,February,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2006,Rabi       ,Sunflower,0.693147181,0.693147181,0.693147181,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2007,Whole Year ,Banana,4.110873864,6.228511004,2.244249516,September,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2007,Whole Year ,Dry chillies,2.708050201,3.295836866,1.049822124,June,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2007,Whole Year ,Potato,6.148468296,8.121480375,2.104812881,March,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2008,Kharif     ,Potato,4.890349128,6.9117473,2.151586007,December,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2008,Rabi       ,Potato,5.913503006,7.934155234,2.147214157,September,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2008,Whole Year ,Dry chillies,3.044522438,3.610917913,1.029619417,January,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2009,Rabi       ,Peas & beans (Pulses),2.944438979,2.944438979,0.693147181,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2009,Rabi       ,Sunflower,3.465735903,3.80666249,0.883500909,September,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2010,Rabi       ,Peas & beans (Pulses),4.060443011,4.094344562,0.710538923,September,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2010,Rabi       ,Sunflower,3.465735903,3.80666249,0.883500909,July,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2011,Rabi       ,Peas & beans (Pulses),4.543294782,4.574710979,0.709147522,August,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2011,Rabi       ,Sunflower,3.828641396,4.189654742,0.893817876,April,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2012,Rabi       ,Peas & beans (Pulses),4.262679877,4.304065093,0.714349388,May,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2012,Rabi       ,Sunflower,4.110873864,4.477336814,0.896088025,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2013,Rabi       ,Peas & beans (Pulses),4.219507705,4.276666119,0.722561066,January,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2013,Rabi       ,Sunflower,3.988984047,4.356708827,0.897242537,July,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2014,Rabi       ,Peas & beans (Pulses),4.276666119,4.025351691,0.57360203,September,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SHEOHAR,2014,Rabi       ,Sunflower,4.143134726,4.510859507,0.896746136,July,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,1997,Rabi       ,Sunflower,4.779123493,5.043425117,0.835117442,May,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,1997,Whole Year ,Banana,5.966146739,9.067854724,3.148045055,February,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,1997,Whole Year ,Dry chillies,3.36729583,3.465735903,0.745332934,April,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,1997,Whole Year ,Potato,8.720950029,10.77526197,2.175044623,September,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,1998,Kharif     ,Sunflower,2.302585093,2.564949357,0.84729786,February,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,1998,Whole Year ,Banana,5.789960171,8.952475968,3.206778405,December,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,1998,Whole Year ,Dry chillies,3.610917913,3.988984047,0.905117431,November,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,1998,Whole Year ,Potato,8.44634145,10.53889968,2.209059877,March,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,1999,Kharif     ,Sunflower,2.995732274,3.496507561,0.987386654,July,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,1999,Rabi       ,Peas & beans (Pulses),4.779123493,4.564348191,0.590607541,November,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,1999,Whole Year ,Banana,5.855071922,7.41517511,1.752692001,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,1999,Whole Year ,Dry chillies,3.737669618,4.025351691,0.850776125,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,1999,Whole Year ,Potato,8.473659189,10.64179929,2.276613456,May,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,2000,Kharif     ,Sunflower,2.564949357,2.995732274,0.949080555,November,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,2000,Rabi       ,Peas & beans (Pulses),5.123963979,5.087596335,0.675019796,November,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,2000,Whole Year ,Banana,5.272999559,6.706862337,1.65083706,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,2000,Whole Year ,Dry chillies,3.401197382,3.044522438,0.524524468,May,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,2000,Whole Year ,Potato,8.465899897,10.92334519,2.539804726,December,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,2001,Kharif     ,Sunflower,2.197224577,2.302585093,0.753771802,July,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,2001,Rabi       ,Peas & beans (Pulses),5.164785974,5.147494477,0.684489118,December,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,2001,Whole Year ,Banana,5.153291594,7.792761721,2.713461888,October,5.081265151,0.006009385,2.255553986,2.998331192
Bihar,SITAMARHI,2001,Whole Year ,Dry chillies,3.218875825,2.944438979,0.559615788,August,5.081265151,0.006009385,2.255553986,2.998331192
